locus	chrom	source	feature	start	end	score	strand	frame	category	nfeats	name	cov	length
HML2_4_0297	chr4	merged	gene	49031118	49032114	.	+	.	sololtr	1	HML2_0297	996	996
HML2_4_0298	chr4	merged	gene	63806595	63807563	.	+	.	sololtr	1	HML2_0298	968	968
HML2_4_0299	chr4	merged	gene	65221595	65222586	.	+	.	sololtr	1	HML2_0299	991	991
HML2_4_0300	chr4	merged	gene	67224474	67225441	.	-	.	sololtr	1	HML2_0300	967	967
HML2_4_0301	chr4	merged	gene	69147196	69148144	.	-	.	sololtr	1	HML2_0301	948	948
HML2_4_0302	chr4	merged	gene	69393957	69394989	.	+	.	sololtr	1	HML2_0302	1032	1032
HML2_4q13.2	chr4	merged	gene	69463708	69469223	.	+	.	canonical	3	HML2_0303	5508	5515
HML2_4_0304	chr4	merged	gene	69559184	69560137	.	+	.	sololtr	1	HML2_0304	953	953
HML2_4_0305	chr4	merged	gene	72994940	72995908	.	-	.	sololtr	1	HML2_0305	968	968
HML2_4_0306	chr4	merged	gene	76211805	76212799	.	-	.	sololtr	1	HML2_0306	994	994
HML2_4_0307	chr4	merged	gene	88667463	88668457	.	-	.	sololtr	1	HML2_0307	994	994
HML2_4_0308	chr4	merged	gene	97445256	97446023	.	-	.	sololtr	1	HML2_0308	767	767
HML2_4_0309	chr4	merged	gene	105092123	105093151	.	+	.	sololtr	1	HML2_0309	1028	1028
HML2_4_0310	chr4	merged	gene	108649854	108650858	.	-	.	sololtr	1	HML2_0310	1004	1004
HML2_4_0311	chr4	merged	gene	118104275	118105236	.	+	.	sololtr	1	HML2_0311	961	961
HML2_4_0312	chr4	merged	gene	120263688	120264654	.	-	.	sololtr	1	HML2_0312	966	966
HML2_4_0313	chr4	merged	gene	120317520	120318487	.	+	.	sololtr	1	HML2_0313	967	967
HML2_4_0314	chr4	merged	gene	122317708	122318709	.	+	.	sololtr	1	HML2_0314	1001	1001
HML2_4_0315	chr4	merged	gene	122367306	122368199	.	-	.	sololtr	1	HML2_0315	893	893
HML2_4_0316	chr4	merged	gene	128360631	128361632	.	-	.	sololtr	1	HML2_0316	1001	1001
HML2_4_0317	chr4	merged	gene	134967141	134968140	.	-	.	sololtr	1	HML2_0317	999	999
HML2_4_0318	chr4	merged	gene	136459202	136460194	.	+	.	sololtr	1	HML2_0318	992	992
HML2_4_0320	chr4	merged	gene	157225913	157226870	.	-	.	sololtr	1	HML2_0320	957	957
HML2_4_0321	chr4	merged	gene	157307505	157308523	.	-	.	sololtr	1	HML2_0321	1018	1018
HML2_4_0322	chr4	merged	gene	160897639	160898603	.	-	.	sololtr	1	HML2_0322	964	964
HML2_4q32.1	chr4	merged	gene	161579937	161582438	.	.	.	unusual	6	HML2_0323	2502	2501
HML2_4_0324	chr4	merged	gene	163339629	163340624	.	+	.	sololtr	1	HML2_0324	995	995
HML2_4_0325	chr4	merged	gene	165826665	165827635	.	-	.	sololtr	1	HML2_0325	970	970
HML2_4_0326	chr4	merged	gene	165896521	165897534	.	+	.	sololtr	1	HML2_0326	1013	1013
HML2_4_0327	chr4	merged	gene	165911534	165912502	.	+	.	sololtr	1	HML2_0327	968	968
HML2_4q32.3	chr4	merged	gene	165916839	165924068	.	+	.	canonical	6	HML2_0328	6923	7229
HML2_4_0329	chr4	merged	gene	165994283	165995273	.	+	.	sololtr	1	HML2_0329	990	990
HML2_4_0330	chr4	merged	gene	167014214	167015238	.	-	.	sololtr	1	HML2_0330	1024	1024
HML2_4_0331	chr4	merged	gene	175301212	175302136	.	+	.	sololtr	1	HML2_0331	924	924
HML2_4_0332	chr4	merged	gene	175304179	175305153	.	+	.	sololtr	1	HML2_0332	974	974
HML2_4_0333	chr4	merged	gene	175321910	175322883	.	+	.	sololtr	1	HML2_0333	973	973
HML2_4_0334	chr4	merged	gene	180474324	180475293	.	-	.	sololtr	1	HML2_0334	969	969
HML2_4_0335	chr4	merged	gene	184647421	184648434	.	-	.	sololtr	1	HML2_0335	1013	1013
HML2_4_0336	chr4	merged	gene	186971210	186972161	.	+	.	sololtr	1	HML2_0336	951	951
HML2_4q35.2	chr4	merged	gene	191027413	191034701	.	-	.	canonical	7	HML2_0337	6911	7288
HML2_5_0338	chr5	merged	gene	196898	197896	.	-	.	sololtr	1	HML2_0338	998	998
HML2_5_0339	chr5	merged	gene	1567506	1568461	.	-	.	sololtr	1	HML2_0339	955	955
HML2_5_0340	chr5	merged	gene	1596091	1597059	.	-	.	sololtr	1	HML2_0340	968	968
HML2_5_0341	chr5	merged	gene	4925040	4926009	.	+	.	sololtr	1	HML2_0341	969	969
HML2_5_0342	chr5	merged	gene	8937853	8938820	.	+	.	sololtr	1	HML2_0342	967	967
HML2_5_0343	chr5	merged	gene	18578562	18579531	.	+	.	sololtr	1	HML2_0343	969	969
HML2_5_0344	chr5	merged	gene	24465847	24466886	.	+	.	sololtr	1	HML2_0344	1039	1039
HML2_5_0345	chr5	merged	gene	26186093	26186625	.	-	.	sololtr	1	HML2_0345	532	532
HML2_5_0346	chr5	merged	gene	26197526	26198533	.	+	.	sololtr	1	HML2_0346	1007	1007
HML2_5p13.3	chr5	merged	gene	30486759	30496205	.	-	.	canonical	3	HML2_0349	9447	9446
HML2_5_0350	chr5	merged	gene	35176486	35177455	.	+	.	sololtr	1	HML2_0350	969	969
HML2_5_0351	chr5	merged	gene	37671998	37672992	.	+	.	sololtr	1	HML2_0351	994	994
HML2_5_0352	chr5	merged	gene	39828155	39829186	.	-	.	sololtr	1	HML2_0352	1031	1031
HML2_5_0353	chr5	merged	gene	43058236	43059213	.	+	.	sololtr	1	HML2_0353	977	977
HML2_5_0354	chr5	merged	gene	43077123	43078108	.	-	.	sololtr	1	HML2_0354	985	985
HML2_5_0355	chr5	merged	gene	43580549	43581491	.	+	.	sololtr	1	HML2_0355	942	942
HML2_5_0356	chr5	merged	gene	44730588	44731556	.	-	.	sololtr	1	HML2_0356	968	968
HML2_5p12	chr5	merged	gene	46000158	46010002	.	-	.	canonical	5	HML2_0357	9137	9844
HML2_5_0358	chr5	merged	gene	54866907	54867867	.	+	.	sololtr	1	HML2_0358	960	960
HML2_5_0359	chr5	merged	gene	55452823	55453794	.	+	.	sololtr	1	HML2_0359	971	971
HML2_5_0360	chr5	merged	gene	56842463	56843491	.	+	.	sololtr	1	HML2_0360	1028	1028
HML2_5_0361	chr5	merged	gene	58759611	58760580	.	+	.	sololtr	1	HML2_0361	969	969
HML2_5_0362	chr5	merged	gene	74901657	74902617	.	-	.	sololtr	1	HML2_0362	960	960
HML2_5_0363	chr5	merged	gene	76240783	76241775	.	+	.	sololtr	1	HML2_0363	992	992
HML2_5_0364	chr5	merged	gene	78205188	78206186	.	+	.	sololtr	1	HML2_0364	998	998
HML2_5_0365	chr5	merged	gene	79406969	79408476	.	+	.	sololtr	2	HML2_0365	947	1507
HML2_5q15	chr5	merged	gene	92792379	92793912	.	-	.	canonical	5	HML2_0366	1534	1533
HML2_5_0367	chr5	merged	gene	95146718	95147703	.	+	.	sololtr	1	HML2_0367	985	985
HML2_5_0368	chr5	merged	gene	98664096	98665121	.	+	.	sololtr	1	HML2_0368	1025	1025
HML2_5_0369	chr5	merged	gene	99941742	99942752	.	+	.	sololtr	1	HML2_0369	1010	1010
HML2_5_0370	chr5	merged	gene	100318752	100319724	.	-	.	sololtr	1	HML2_0370	972	972
HML2_5_0372	chr5	merged	gene	100343980	100344519	.	-	.	sololtr	1	HML2_0372	539	539
HML2_5_0373	chr5	merged	gene	105594869	105595832	.	-	.	sololtr	1	HML2_0373	963	963
HML2_5_0374	chr5	merged	gene	114682270	114683263	.	+	.	sololtr	1	HML2_0374	993	993
HML2_5_0375	chr5	merged	gene	114784083	114785070	.	+	.	sololtr	1	HML2_0375	987	987
HML2_5_0376	chr5	merged	gene	116156834	116157794	.	+	.	sololtr	1	HML2_0376	960	960
HML2_5_0377	chr5	merged	gene	119530533	119531346	.	-	.	sololtr	1	HML2_0377	813	813
HML2_5q31.1	chr5	merged	gene	135749569	135750338	.	.	.	canonical	3	HML2_0378	770	769
HML2_5_0380	chr5	merged	gene	149322035	149323027	.	-	.	sololtr	1	HML2_0380	992	992
HML2_5_0381	chr5	merged	gene	149833323	149834280	.	-	.	sololtr	1	HML2_0381	957	957
HML2_5_0382	chr5	merged	gene	150370041	150371035	.	-	.	sololtr	1	HML2_0382	994	994
HML2_5_0383	chr5	merged	gene	150805715	150806702	.	-	.	sololtr	1	HML2_0383	987	987
HML2_5_0384	chr5	merged	gene	152176849	152177875	.	-	.	sololtr	1	HML2_0384	1026	1026
HML2_5q33.2	chr5	merged	gene	154015512	154024215	.	-	.	canonical	5	HML2_0385	8612	8703
HML2_5q33.3	chr5	merged	gene	156084716	156093896	.	-	.	canonical	4	HML2_0386	9181	9180
HML2_5_0387	chr5	merged	gene	156461014	156461995	.	-	.	sololtr	1	HML2_0387	981	981
HML2_5_0388	chr5	merged	gene	157112965	157113933	.	-	.	sololtr	1	HML2_0388	968	968
HML2_5_0389	chr5	merged	gene	161797111	161798130	.	+	.	sololtr	1	HML2_0389	1019	1019
HML2_5_0390	chr5	merged	gene	169423878	169424838	.	-	.	sololtr	1	HML2_0390	960	960
HML2_5_0391	chr5	merged	gene	177482323	177484016	.	-	.	sololtr	2	HML2_0391	999	1693
HML2_5_0392	chr5	merged	gene	178225076	178226041	.	+	.	sololtr	1	HML2_0392	965	965
HML2_5_0393	chr5	merged	gene	178940963	178941931	.	-	.	sololtr	1	HML2_0393	968	968
HML2_5_0394	chr5	merged	gene	180116551	180117566	.	-	.	sololtr	1	HML2_0394	1015	1015
HML2_5_0395	chr5	merged	gene	180254268	180255232	.	+	.	sololtr	1	HML2_0395	964	964
HML2_5_0396	chr5	merged	gene	180693862	180694827	.	-	.	sololtr	1	HML2_0396	965	965
HML2_6_0397	chr6	merged	gene	2908896	2909864	.	+	.	sololtr	1	HML2_0397	968	968
HML2_6_0398	chr6	merged	gene	2926098	2926938	.	-	.	sololtr	1	HML2_0398	840	840
HML2_6p25.2	chr6	merged	gene	3055033	3055742	.	+	.	oneside	2	HML2_0399	710	709
HML2_6_0400	chr6	merged	gene	10584166	10585139	.	-	.	sololtr	1	HML2_0400	973	973
HML2_6_0401	chr6	merged	gene	18226998	18227927	.	+	.	sololtr	1	HML2_0401	929	929
HML2_6_0402	chr6	merged	gene	24400274	24401247	.	-	.	sololtr	1	HML2_0402	973	973
HML2_6_0403	chr6	merged	gene	24662045	24663019	.	+	.	sololtr	1	HML2_0403	974	974
HML2_6_0404	chr6	merged	gene	25748710	25749706	.	-	.	sololtr	1	HML2_0404	996	996
HML2_6_0405	chr6	merged	gene	25999458	26000425	.	+	.	sololtr	2	HML2_0405	968	967
HML2_6_0406	chr6	merged	gene	26641719	26642729	.	+	.	sololtr	1	HML2_0406	1010	1010
HML2_6_0407	chr6	merged	gene	26756250	26757210	.	-	.	sololtr	1	HML2_0407	960	960
HML2_6_0408	chr6	merged	gene	27564499	27565480	.	-	.	sololtr	1	HML2_0408	981	981
HML2_6_0409	chr6	merged	gene	27742238	27743207	.	-	.	sololtr	1	HML2_0409	969	969
HML2_6p22.1a	chr6	merged	gene	27793623	27794468	.	-	.	oneside	2	HML2_0410	846	845
HML2_6p22.1b	chr6	merged	gene	28650366	28660735	.	+	.	unusual	6	HML2_0411	10317	10369
HML2_6_0412	chr6	merged	gene	32624902	32625860	.	-	.	sololtr	1	HML2_0412	958	958
HML2_6_0413	chr6	merged	gene	32745844	32746812	.	-	.	sololtr	1	HML2_0413	968	968
HML2_6_0414	chr6	merged	gene	33089714	33090711	.	-	.	sololtr	1	HML2_0414	997	997
HML2_6_0415	chr6	merged	gene	33777736	33778696	.	-	.	sololtr	1	HML2_0415	960	960
HML2_6_0416	chr6	merged	gene	34687236	34688205	.	-	.	sololtr	1	HML2_0416	969	969
HML2_6p21.1	chr6	merged	gene	42861408	42871367	.	-	.	canonical	5	HML2_0417	9560	9959
HML2_6_0418	chr6	merged	gene	43207228	43208263	.	-	.	sololtr	1	HML2_0418	1035	1035
HML2_6_0419	chr6	merged	gene	44295784	44296746	.	-	.	sololtr	1	HML2_0419	962	962
HML2_6_0420	chr6	merged	gene	52613076	52614103	.	-	.	sololtr	1	HML2_0420	1027	1027
HML2_6_0421	chr6	merged	gene	52626627	52627596	.	+	.	sololtr	1	HML2_0421	969	969
HML2_6_0422	chr6	merged	gene	52748046	52749062	.	+	.	sololtr	1	HML2_0422	1016	1016
HML2_6_0423	chr6	merged	gene	52787477	52788438	.	+	.	sololtr	1	HML2_0423	961	961
HML2_6_0424	chr6	merged	gene	52812495	52813511	.	-	.	sololtr	1	HML2_0424	1016	1016
HML2_6p11.2	chr6	merged	gene	57622733	57628722	.	+	.	canonical	6	HML2_0425	5618	5989
HML2_6_0426	chr6	merged	gene	65654352	65655016	.	+	.	sololtr	2	HML2_0426	665	664
HML2_6_0428	chr6	merged	gene	74514858	74515713	.	.	.	sololtr	2	HML2_0428	856	855
HML2_6_0429	chr6	merged	gene	76413794	76414811	.	-	.	sololtr	1	HML2_0429	1017	1017
HML2_6q14.1	chr6	merged	gene	78426661	78436083	.	-	.	canonical	3	HML2_0430	9423	9422
HML2_6_0431	chr6	merged	gene	79568504	79569472	.	+	.	sololtr	1	HML2_0431	968	968
HML2_6_0432	chr6	merged	gene	81344390	81345387	.	+	.	sololtr	1	HML2_0432	997	997
HML2_6_0433	chr6	merged	gene	89091306	89092274	.	+	.	sololtr	1	HML2_0433	968	968
HML2_6_0434	chr6	merged	gene	90600539	90601484	.	+	.	sololtr	1	HML2_0434	945	945
HML2_6_0435	chr6	merged	gene	93883083	93884048	.	+	.	sololtr	1	HML2_0435	965	965
HML2_6_0436	chr6	merged	gene	96008498	96009462	.	-	.	sololtr	1	HML2_0436	964	964
HML2_6_0437	chr6	merged	gene	99877246	99878203	.	+	.	sololtr	1	HML2_0437	957	957
HML2_6_0438	chr6	merged	gene	111576299	111577258	.	-	.	sololtr	1	HML2_0438	959	959
HML2_6_0440	chr6	merged	gene	121252583	121253559	.	+	.	sololtr	1	HML2_0440	976	976
HML2_6_0442	chr6	merged	gene	126096992	126097961	.	-	.	sololtr	1	HML2_0442	969	969
HML2_6_0443	chr6	merged	gene	131799797	131800784	.	+	.	sololtr	1	HML2_0443	987	987
HML2_6_0444	chr6	merged	gene	133041944	133042913	.	-	.	sololtr	1	HML2_0444	969	969
HML2_6_0445	chr6	merged	gene	134980247	134981215	.	-	.	sololtr	1	HML2_0445	968	968
HML2_6_0446	chr6	merged	gene	138165605	138166478	.	+	.	sololtr	1	HML2_0446	873	873
HML2_6_0447	chr6	merged	gene	141417345	141418373	.	-	.	sololtr	1	HML2_0447	1028	1028
HML2_6q25.1	chr6	merged	gene	151180748	151183574	.	+	.	oneside	2	HML2_0448	2827	2826
HML2_6_0449	chr6	merged	gene	151776344	151777320	.	-	.	sololtr	1	HML2_0449	976	976
HML2_6_0450	chr6	merged	gene	158173245	158174213	.	-	.	sololtr	1	HML2_0450	968	968
HML2_6_0451	chr6	merged	gene	160215768	160216727	.	-	.	sololtr	1	HML2_0451	959	959
HML2_6_0452	chr6	merged	gene	160503942	160504973	.	-	.	sololtr	1	HML2_0452	1031	1031
HML2_6_0453	chr6	merged	gene	165913765	165914734	.	+	.	sololtr	1	HML2_0453	969	969
HML2_6_0454	chr6	merged	gene	169746379	169747341	.	-	.	sololtr	1	HML2_0454	962	962
HML2_7_0455	chr7	merged	gene	2429041	2430007	.	-	.	sololtr	1	HML2_0455	966	966
HML2_7p22.1	chr7	merged	gene	4622056	4640031	.	-	.	unusual	5	HML2_0456	17976	17975
HML2_7_0457	chr7	merged	gene	6899865	6900880	.	-	.	sololtr	1	HML2_0457	1015	1015
HML2_7_0458	chr7	merged	gene	6923005	6924020	.	-	.	sololtr	1	HML2_0458	1015	1015
HML2_7_0459	chr7	merged	gene	6941627	6942594	.	+	.	sololtr	1	HML2_0459	967	967
HML2_7_0460	chr7	merged	gene	7041407	7042331	.	-	.	sololtr	1	HML2_0460	924	924
HML2_7_0461	chr7	merged	gene	16237346	16238314	.	+	.	sololtr	1	HML2_0461	968	968
HML2_7_0462	chr7	merged	gene	23079474	23080442	.	+	.	sololtr	1	HML2_0462	968	968
HML2_7_0463	chr7	merged	gene	23796828	23797798	.	-	.	sololtr	1	HML2_0463	970	970
HML2_7_0464	chr7	merged	gene	27781278	27782240	.	-	.	sololtr	1	HML2_0464	962	962
HML2_7p14.3	chr7	merged	gene	30757733	30759205	.	.	.	canonical	3	HML2_0465	1473	1472
HML2_7_0466	chr7	merged	gene	32553219	32554714	.	-	.	sololtr	2	HML2_0466	997	1495
HML2_7_0467	chr7	merged	gene	38270444	38271458	.	-	.	sololtr	1	HML2_0467	1014	1014
HML2_7_0468	chr7	merged	gene	48029275	48030236	.	+	.	sololtr	1	HML2_0468	961	961
HML2_7_0469	chr7	merged	gene	54742893	54743824	.	-	.	sololtr	1	HML2_0469	931	931
HML2_7_0470	chr7	merged	gene	56010584	56011596	.	-	.	sololtr	1	HML2_0470	1012	1012
HML2_7_0471	chr7	merged	gene	62079589	62080589	.	+	.	sololtr	1	HML2_0471	1000	1000
HML2_7_0472	chr7	merged	gene	64703396	64704356	.	-	.	sololtr	1	HML2_0472	960	960
HML2_7_0474	chr7	merged	gene	64725166	64726046	.	-	.	sololtr	1	HML2_0474	880	880
HML2_7q11.21	chr7	merged	gene	65469670	65472790	.	-	.	oneside	2	HML2_0475	3120	3120
HML2_7_0476	chr7	merged	gene	66083944	66084913	.	-	.	sololtr	1	HML2_0476	969	969
HML2_7_0478	chr7	merged	gene	67568739	67569752	.	-	.	sololtr	1	HML2_0478	1013	1013
HML2_7_0480	chr7	merged	gene	72421752	72422735	.	+	.	sololtr	1	HML2_0480	983	983
HML2_7_0481	chr7	merged	gene	73164025	73165015	.	-	.	sololtr	1	HML2_0481	990	990
HML2_7_0482	chr7	merged	gene	75042165	75043148	.	-	.	sololtr	1	HML2_0482	983	983
HML2_7_0483	chr7	merged	gene	79380142	79381135	.	-	.	sololtr	1	HML2_0483	993	993
HML2_7_0484	chr7	merged	gene	97570328	97571358	.	-	.	sololtr	1	HML2_0484	1030	1030
HML2_7_0485	chr7	merged	gene	99029377	99030392	.	+	.	sololtr	1	HML2_0485	1015	1015
HML2_7_0486	chr7	merged	gene	100793134	100794102	.	-	.	sololtr	1	HML2_0486	968	968
HML2_7_0487	chr7	merged	gene	102478957	102479953	.	+	.	sololtr	1	HML2_0487	996	996
HML2_7q22.2	chr7	merged	gene	104388368	104393266	.	.	.	oneside	2	HML2_0488	4887	4898
HML2_7_0489	chr7	merged	gene	104789086	104790112	.	+	.	sololtr	1	HML2_0489	1026	1026
HML2_7_0490	chr7	merged	gene	112981572	112982532	.	-	.	sololtr	1	HML2_0490	960	960
HML2_7_0491	chr7	merged	gene	118740300	118741264	.	-	.	sololtr	1	HML2_0491	964	964
HML2_7_0492	chr7	merged	gene	123420690	123421658	.	+	.	sololtr	1	HML2_0492	968	968
HML2_7_0493	chr7	merged	gene	124861223	124862191	.	-	.	sololtr	1	HML2_0493	968	968
HML2_7_0494	chr7	merged	gene	125579766	125580746	.	+	.	sololtr	1	HML2_0494	980	980
HML2_7_0495	chr7	merged	gene	125808213	125809181	.	+	.	sololtr	1	HML2_0495	968	968
HML2_7_0497	chr7	merged	gene	139152150	139153119	.	+	.	sololtr	1	HML2_0497	969	969
HML2_7_0498	chr7	merged	gene	140252783	140253742	.	-	.	sololtr	1	HML2_0498	959	959
HML2_7q34	chr7	merged	gene	141450925	141455938	.	.	.	canonical	4	HML2_0499	4905	5013
HML2_7_0500	chr7	merged	gene	143693218	143694232	.	-	.	sololtr	1	HML2_0500	1014	1014
HML2_7_0501	chr7	merged	gene	150724100	150725056	.	+	.	sololtr	1	HML2_0501	956	956
HML2_7_0502	chr7	merged	gene	158029482	158030450	.	+	.	sololtr	1	HML2_0502	968	968
HML2_8_0503	chr8	merged	gene	202773	203782	.	+	.	sololtr	1	HML2_0503	1009	1009
HML2_8_0504	chr8	merged	gene	6937465	6938467	.	+	.	sololtr	1	HML2_0504	1002	1002
HML2_8p23.1a	chr8	merged	gene	6984508	6986419	.	-	.	oneside	3	HML2_0505	1661	1911
HML2_8p23.1b	chr8	merged	gene	7043012	7044926	.	+	.	oneside	3	HML2_0506	1666	1914
HML2_8_0507	chr8	merged	gene	7098175	7099191	.	-	.	sololtr	1	HML2_0507	1016	1016
HML2_8_0508	chr8	merged	gene	7110924	7111459	.	-	.	sololtr	1	HML2_0508	535	535
HML2_8_0509	chr8	merged	gene	7118050	7119082	.	-	.	sololtr	1	HML2_0509	1032	1032
HML2_8_0510	chr8	merged	gene	7125672	7126704	.	-	.	sololtr	1	HML2_0510	1032	1032
HML2_8_0511	chr8	merged	gene	7133294	7134326	.	-	.	sololtr	1	HML2_0511	1032	1032
HML2_8_0512	chr8	merged	gene	7140916	7141948	.	-	.	sololtr	1	HML2_0512	1032	1032
HML2_8_0513	chr8	merged	gene	7148538	7149570	.	-	.	sololtr	1	HML2_0513	1032	1032
HML2_8_0514	chr8	merged	gene	7156158	7157190	.	-	.	sololtr	1	HML2_0514	1032	1032
HML2_8p23.1c	chr8	merged	gene	7355396	7364859	.	-	.	canonical	3	HML2_0515	9464	9463
HML2_8_0516	chr8	merged	gene	7404919	7405962	.	+	.	sololtr	1	HML2_0516	1043	1043
HML2_8_0517	chr8	merged	gene	7412574	7413607	.	+	.	sololtr	1	HML2_0517	1033	1033
HML2_8_0518	chr8	merged	gene	7420224	7421257	.	+	.	sololtr	1	HML2_0518	1033	1033
HML2_8_0519	chr8	merged	gene	7427870	7428902	.	+	.	sololtr	1	HML2_0519	1032	1032
HML2_8_0520	chr8	merged	gene	7435519	7436551	.	+	.	sololtr	1	HML2_0520	1032	1032
HML2_8_0521	chr8	merged	gene	7443164	7443699	.	+	.	sololtr	1	HML2_0521	535	535
HML2_8_0522	chr8	merged	gene	7455421	7456437	.	+	.	sololtr	1	HML2_0522	1016	1016
HML2_8_0523	chr8	merged	gene	7556719	7557735	.	-	.	sololtr	1	HML2_0523	1016	1016
HML2_8_0524	chr8	merged	gene	7569463	7569999	.	-	.	sololtr	1	HML2_0524	536	536
HML2_8_0525	chr8	merged	gene	7576589	7577621	.	-	.	sololtr	1	HML2_0525	1032	1032
HML2_8_0526	chr8	merged	gene	7584237	7585269	.	-	.	sololtr	1	HML2_0526	1032	1032
HML2_8_0527	chr8	merged	gene	7591885	7592917	.	-	.	sololtr	1	HML2_0527	1032	1032
HML2_8_0528	chr8	merged	gene	7599532	7600564	.	-	.	sololtr	1	HML2_0528	1032	1032
HML2_8_0529	chr8	merged	gene	7607180	7608212	.	-	.	sololtr	1	HML2_0529	1032	1032
HML2_8_0530	chr8	merged	gene	7614828	7615860	.	-	.	sololtr	1	HML2_0530	1032	1032
HML2_8_0531	chr8	merged	gene	7622476	7623509	.	-	.	sololtr	1	HML2_0531	1033	1033
HML2_8_0532	chr8	merged	gene	7630124	7631166	.	-	.	sololtr	1	HML2_0532	1042	1042
HML2_8_0533	chr8	merged	gene	7868219	7869251	.	+	.	sololtr	1	HML2_0533	1032	1032
HML2_8_0534	chr8	merged	gene	7875863	7876895	.	+	.	sololtr	1	HML2_0534	1032	1032
HML2_8_0535	chr8	merged	gene	7883509	7884543	.	+	.	sololtr	1	HML2_0535	1034	1034
HML2_8_0536	chr8	merged	gene	7891156	7891691	.	+	.	sololtr	1	HML2_0536	535	535
HML2_8_0537	chr8	merged	gene	7903418	7904434	.	+	.	sololtr	1	HML2_0537	1016	1016
HML2_8p23.1d	chr8	merged	gene	7957619	7959533	.	-	.	oneside	3	HML2_0538	1666	1914
HML2_8p23.1e	chr8	merged	gene	8054699	8064221	.	+	.	canonical	3	HML2_0539	9523	9522
HML2_8_0540	chr8	merged	gene	11885122	11886152	.	-	.	sololtr	1	HML2_0540	1030	1030
HML2_8_0541	chr8	merged	gene	12028634	12029655	.	+	.	sololtr	1	HML2_0541	1021	1021
HML2_8p23.1f	chr8	merged	gene	12073969	12083497	.	-	.	canonical	3	HML2_0542	9529	9528
HML2_8_0543	chr8	merged	gene	12270953	12271974	.	+	.	sololtr	1	HML2_0543	1021	1021
HML2_8p23.1g	chr8	merged	gene	12316491	12326007	.	-	.	canonical	3	HML2_0544	9517	9516
HML2_8p23.1h	chr8	merged	gene	12422595	12424512	.	+	.	oneside	3	HML2_0545	1663	1917
HML2_8p23.1i	chr8	merged	gene	12480714	12482613	.	+	.	oneside	3	HML2_0546	1659	1899
HML2_8_0547	chr8	merged	gene	12535916	12536942	.	-	.	sololtr	1	HML2_0547	1026	1026
HML2_8p22	chr8	merged	gene	17765201	17773940	.	-	.	canonical	5	HML2_0548	7424	8739
HML2_8_0549	chr8	merged	gene	18651458	18652426	.	+	.	sololtr	1	HML2_0549	968	968
HML2_8_0551	chr8	merged	gene	29976040	29976903	.	-	.	sololtr	2	HML2_0551	864	863
HML2_8_0553	chr8	merged	gene	37050885	37051853	.	-	.	sololtr	1	HML2_0553	968	968
HML2_8_0554	chr8	merged	gene	39504501	39505512	.	-	.	sololtr	1	HML2_0554	1011	1011
HML2_8_0555	chr8	merged	gene	39508312	39509277	.	-	.	sololtr	1	HML2_0555	965	965
HML2_8_0556	chr8	merged	gene	42650836	42651806	.	-	.	sololtr	1	HML2_0556	970	970
HML2_8_0557	chr8	merged	gene	43594681	43595649	.	-	.	sololtr	1	HML2_0557	968	968
HML2_8q11.1	chr8	merged	gene	47175649	47183661	.	-	.	canonical	5	HML2_0558	7943	8012
HML2_8_0559	chr8	merged	gene	47342597	47343626	.	-	.	sololtr	1	HML2_0559	1029	1029
HML2_8_0560	chr8	merged	gene	47351540	47352553	.	-	.	sololtr	1	HML2_0560	1013	1013
HML2_8_0561	chr8	merged	gene	47367129	47368146	.	-	.	sololtr	1	HML2_0561	1017	1017
HML2_8_0562	chr8	merged	gene	48087655	48088615	.	-	.	sololtr	1	HML2_0562	960	960
HML2_8_0563	chr8	merged	gene	54944240	54945208	.	-	.	sololtr	1	HML2_0563	968	968
HML2_8_0564	chr8	merged	gene	58112161	58113123	.	-	.	sololtr	1	HML2_0564	962	962
HML2_8_0565	chr8	merged	gene	59584297	59585263	.	-	.	sololtr	1	HML2_0565	966	966
HML2_8_0566	chr8	merged	gene	67225290	67226314	.	-	.	sololtr	1	HML2_0566	1024	1024
HML2_8_0567	chr8	merged	gene	79351001	79351968	.	+	.	sololtr	1	HML2_0567	967	967
HML2_8_0568	chr8	merged	gene	91696140	91698074	.	+	.	sololtr	3	HML2_0568	1935	1934
HML2_8_0569	chr8	merged	gene	113784402	113785371	.	+	.	sololtr	1	HML2_0569	969	969
HML2_8_0570	chr8	merged	gene	120929571	120930497	.	+	.	sololtr	1	HML2_0570	926	926
HML2_8_0571	chr8	merged	gene	138426588	138427555	.	-	.	sololtr	1	HML2_0571	967	967
HML2_8_0572	chr8	merged	gene	140061132	140063366	.	.	.	sololtr	2	HML2_0572	1991	2234
HML2_8q24.3a	chr8	merged	gene	140472148	140475236	.	-	.	oneside	3	HML2_0573	3089	3088
HML2_8_0575	chr8	merged	gene	143910258	143911220	.	+	.	sololtr	1	HML2_0575	962	962
HML2_8_0576	chr8	merged	gene	144050096	144051096	.	-	.	sololtr	1	HML2_0576	1000	1000
HML2_8_0577	chr8	merged	gene	144082189	144083176	.	+	.	sololtr	1	HML2_0577	987	987
HML2_8_0578	chr8	merged	gene	144148580	144149873	.	.	.	sololtr	2	HML2_0578	1294	1293
HML2_8_0579	chr8	merged	gene	144369459	144370421	.	-	.	sololtr	1	HML2_0579	962	962
HML2_8_0580	chr8	merged	gene	144914158	144915127	.	+	.	sololtr	1	HML2_0580	969	969
